Name,StrikesLandedPerMin,StrikesAbsorbedPerMin,TakedownsPer15Min,OpponentTakedownsPer15Min,SubmissionsPer15Min,ControlPer15Min,StrikingAccuracyPct,StrikeDefencePct,TakedownAccuracyPct,TakedownDefencePct,Elo,DOB,Height,Weight,Reach,Stance
Zelim Imadaev,2.91,4.35,0.38,3.03,0.0,138.05,36.98,43.79,50.0,60.0,843.27,1995-01-25,72.0,170.0,76.0,Orthodox
Rafael Fiziev,4.85,4.95,0.5,0.62,0.0,62.77,52.24,48.84,57.14,90.0,1204.47,1993-03-05,68.0,155.0,71.0,Switch
Alex Da Silva,2.14,2.52,1.97,0.85,0.28,468.9,46.34,56.63,43.75,76.92,934.21,1996-02-04,68.0,155.0,73.0,Orthodox
Movsar Evloev,3.99,2.66,4.67,1.56,0.22,354.11,48.0,60.89,48.28,61.11,1481.76,1994-02-11,67.0,145.0,72.0,Orthodox
SeungWoo Choi,3.53,3.34,0.81,2.1,0.0,138.52,37.61,45.25,50.0,67.5,859.03,1992-11-03,72.0,145.0,74.0,Orthodox
Alen Amedovski,0.99,3.85,0.0,3.7,0.0,9.62,30.3,46.21,0.0,0.0,796.66,1988-04-06,70.0,185.0,74.0,Orthodox
Arman Tsarukyan,3.79,1.84,3.25,1.08,0.0,365.84,48.93,53.97,37.04,75.0,1460.0,1996-10-11,67.0,155.0,72.0,Orthodox
Mike Davis,4.6,4.75,2.97,1.78,0.59,237.33,53.7,56.36,50.0,55.0,1146.33,,,,,Nan
Mike Davis,4.6,4.75,2.97,1.78,0.59,237.33,53.7,56.36,50.0,55.0,1146.33,1992-10-07,72.0,155.0,72.0,Orthodox
Virna Jandiroba,1.97,2.55,2.37,0.68,1.81,391.49,38.96,57.52,33.33,73.91,1353.8,1988-05-30,63.0,115.0,64.0,Orthodox
Takashi Sato,2.21,3.73,0.76,2.28,0.0,52.94,41.59,44.05,37.5,60.87,890.46,1990-06-09,70.0,170.0,73.0,Southpaw
Thomas Gifford,3.97,6.45,0.5,2.02,0.0,50.92,37.82,37.46,33.33,33.33,852.26,1992-07-26,73.0,155.0,75.0,Orthodox
Cole Smith,1.78,1.96,1.67,2.0,1.67,395.33,35.4,49.71,33.33,45.45,940.08,1989-04-05,71.0,135.0,67.0,Orthodox
Kyle Prepolec,2.87,5.19,0.0,2.39,0.0,21.95,35.76,49.09,0.0,40.0,878.65,1989-08-30,70.0,170.0,70.0,Southpaw
Marc-Andre Barriault,6.02,5.57,0.21,2.16,0.1,84.22,47.85,52.06,25.0,67.69,1034.56,1990-02-18,73.0,185.0,74.0,Orthodox
Serghei Spivac,4.05,4.38,5.29,0.73,0.73,391.63,49.7,48.94,65.91,63.64,1233.12,1995-01-24,75.0,260.0,78.0,Orthodox
Viviane Araujo,4.04,4.87,1.86,0.57,0.65,193.76,47.62,56.84,43.4,80.0,1160.5,1986-11-21,64.0,125.0,68.0,Orthodox
Carlos Huachin,2.1,4.8,0.0,1.21,0.0,0.0,21.49,50.42,0.0,66.67,924.64,1996-06-04,64.0,135.0,67.0,Southpaw
Luana Carolina,4.7,3.6,0.38,1.52,0.51,167.77,50.14,51.92,42.86,71.43,1092.44,1993-06-11,66.0,125.0,69.0,Orthodox
Michel Pereira,4.5,4.33,1.14,1.24,0.72,67.15,52.37,51.66,52.38,76.47,1196.17,1993-10-06,73.0,170.0,73.0,Orthodox
Charles Jourdain,5.43,4.27,0.34,2.36,0.59,111.45,48.91,56.84,21.05,47.17,1058.24,1995-11-27,69.0,145.0,69.0,Switch
Austin Hubbard,3.87,3.82,1.59,1.48,0.11,167.28,43.62,56.2,31.91,68.18,894.87,1991-12-22,70.0,155.0,71.0,Orthodox
Derrick Krantz,2.07,4.03,3.18,0.0,0.8,345.05,37.86,50.33,50.0,100.0,929.33,1988-01-13,70.0,170.0,72.0,Orthodox
Felicia Spencer,3.21,4.54,1.18,1.57,0.2,280.05,48.8,45.35,18.75,27.27,1059.32,1990-11-29,66.0,145.0,68.0,Orthodox
Danilo Belluardo,1.52,4.79,3.5,1.75,0.0,458.75,61.9,41.43,100.0,50.0,886.86,1994-07-21,72.0,155.0,74.0,Southpaw
Bea Malecki,6.84,6.96,0.0,1.67,1.12,152.32,46.0,62.07,0.0,78.57,1021.96,1991-08-23,69.0,135.0,74.0,Orthodox
Duda Santana,6.01,2.72,6.44,0.0,0.0,332.94,39.62,73.24,60.0,100.0,942.0,1996-01-10,67.0,145.0,73.0,Orthodox
Rostem Akman,1.8,3.97,1.0,0.5,0.0,101.5,25.71,57.8,40.0,87.5,914.31,1991-12-19,70.0,170.0,72.0,Switch
Sergey Khandozhko,3.41,2.37,0.76,2.68,0.0,44.33,41.23,60.92,28.57,61.11,1091.61,1992-05-19,73.0,170.0,74.0,Orthodox
Sung Bin Jo,1.4,2.67,1.0,1.0,1.0,9.0,33.33,51.81,33.33,83.33,918.9,1992-07-17,72.0,145.0,72.0,Orthodox
Grigory Popov,3.63,4.2,0.0,3.63,0.0,35.1,37.82,55.56,0.0,45.45,884.34,1984-04-18,67.0,135.0,68.0,Switch
Deron Winn,4.55,6.21,4.28,0.68,0.0,256.63,44.56,46.02,52.78,40.0,945.85,1989-06-13,66.0,185.0,70.0,Orthodox
Amanda Ribas,4.29,3.24,2.06,0.49,0.59,251.4,39.88,60.45,53.85,83.33,1091.63,1993-08-26,63.0,125.0,66.0,Orthodox
Dalcha Lungiambula,3.07,3.93,2.14,0.43,0.0,245.73,45.07,52.99,45.45,77.78,832.86,1987-07-31,68.0,185.0,76.0,Orthodox
Dequan Townsend,1.23,3.92,0.0,2.45,0.0,7.35,34.88,38.66,0.0,46.67,808.54,1986-05-11,75.0,205.0,79.0,Orthodox
Journey Newson,2.64,2.57,0.56,2.53,0.28,33.73,32.56,64.96,16.67,43.75,896.25,1989-03-07,65.0,135.0,67.0,Orthodox
Julia Avila,2.81,3.28,0.63,1.9,0.21,163.89,42.43,55.53,37.5,52.63,960.89,1988-05-11,67.0,135.0,68.0,Orthodox
Nohelin Hernandez,1.32,2.63,0.71,3.53,0.0,152.35,34.15,52.94,50.0,37.5,915.25,1994-03-01,70.0,135.0,71.0,Orthodox
Brianna Van Buren,3.53,3.23,2.5,1.0,0.0,277.5,41.57,57.08,45.45,66.67,1001.93,1993-08-04,60.0,115.0,62.0,Southpaw
John Allan,3.58,6.09,1.67,1.0,1.0,81.67,39.95,53.64,71.43,40.0,936.86,1993-02-22,73.0,205.0,75.0,Orthodox
Wellington Turman,3.23,4.17,1.55,1.86,0.78,260.73,51.23,45.24,20.83,42.86,901.78,1996-07-22,72.0,185.0,72.0,Orthodox
Domingo Pilarte,0.49,1.86,0.98,2.45,0.49,224.76,41.67,38.04,40.0,54.55,874.93,1990-01-05,72.0,135.0,73.0,Southpaw
Gabriel Silva,1.3,3.47,1.5,4.0,0.5,207.5,34.51,45.55,25.0,38.46,904.92,1994-08-26,66.0,135.0,71.0,Orthodox
Yoshinori Horie,2.76,5.65,0.0,0.0,0.0,2.12,49.37,48.05,0.0,100.0,952.34,1995-05-10,68.0,145.0,70.0,Orthodox
Miranda Granger,2.79,2.56,0.0,2.26,0.0,79.97,47.03,57.85,0.0,33.33,862.19,1992-04-13,67.0,125.0,68.0,Orthodox
Hannah Goldy,4.01,4.93,0.85,0.85,0.28,190.22,42.77,50.0,12.0,40.0,864.0,1992-05-18,64.0,115.0,61.0,Orthodox
Cole Williams,0.31,5.34,0.0,4.62,0.0,0.0,27.27,23.53,0.0,25.0,912.46,1983-12-15,72.0,170.0,73.0,Orthodox
Kazula Vargas,3.65,1.77,0.4,2.77,0.4,173.98,53.91,57.86,25.0,30.0,918.65,1985-08-15,68.0,155.0,71.0,Southpaw
Ciryl Gane,5.59,2.37,0.75,0.84,0.65,89.96,61.28,61.94,25.0,43.75,1499.34,1990-04-12,76.0,245.0,81.0,Orthodox
Raphael Pessoa,2.16,3.43,0.0,0.0,0.0,3.92,26.98,42.14,0.0,100.0,956.26,1989-03-09,75.0,262.0,78.0,Orthodox
Rodolfo Vieira,3.33,4.4,3.52,0.0,1.24,305.18,55.66,49.28,26.56,100.0,1088.65,1989-09-25,72.0,185.0,73.0,Orthodox
Eduardo Garagorri,3.42,2.36,0.48,6.23,0.0,68.01,51.2,58.19,100.0,61.76,954.4,1989-05-28,69.0,145.0,70.0,Orthodox
Khama Worthy,4.18,4.45,0.0,2.02,0.67,32.38,48.44,46.49,0.0,57.14,917.47,1986-10-15,71.0,155.0,74.0,Orthodox
Karol Rosa,6.22,4.84,1.09,0.73,0.0,223.18,55.97,49.94,46.15,70.37,1064.13,1994-12-30,65.0,135.0,67.0,Orthodox
Lara Procopio,5.64,6.5,3.15,0.35,0.35,312.94,58.6,47.06,47.37,50.0,961.19,1995-11-14,64.0,125.0,67.0,Orthodox
Alatengheili,4.53,8.25,2.8,0.6,0.0,205.2,32.72,57.28,43.75,75.0,1081.7,1991-12-14,65.0,135.0,66.0,Orthodox
Danaa Batgerel,22.33,9.72,0.0,7.67,0.0,46.02,39.82,61.22,0.0,57.14,1090.24,1989-07-04,67.0,135.0,70.0,Orthodox
Da-Un Jung,4.03,3.77,2.6,0.33,0.33,284.93,44.18,55.15,61.54,88.89,1178.72,1993-12-07,76.0,205.0,78.0,Orthodox
Khadis Ibragimov,3.55,4.26,0.97,1.3,0.32,223.22,49.85,47.33,30.0,80.95,823.57,1995-05-21,75.0,205.0,78.0,Orthodox
Junyong Park,4.86,3.79,2.27,2.09,0.7,275.97,50.54,52.89,54.17,70.73,1128.52,1991-02-27,70.0,185.0,73.0,Orthodox
Inoue Mizuki,5.0,6.87,0.0,1.0,0.0,224.5,50.34,48.37,0.0,66.67,995.65,1994-08-19,63.0,125.0,65.0,Orthodox
Fares Ziam,2.85,1.62,1.62,2.37,0.25,212.7,51.74,64.74,40.62,70.31,1331.81,1997-03-21,73.0,155.0,75.0,Orthodox
Ottman Azaitar,4.43,4.11,0.0,0.0,0.0,13.61,44.62,52.47,0.0,100.0,929.97,1990-02-20,68.0,155.0,71.0,Switch
Liana Jojua,2.42,5.32,1.71,0.43,1.28,121.62,30.14,54.39,66.67,50.0,870.23,1995-03-22,64.0,125.0,62.0,Orthodox
Lerone Murphy,4.53,2.48,1.45,2.45,0.45,203.93,54.03,61.86,54.17,52.17,1418.9,1991-07-22,69.0,145.0,73.0,Orthodox
Hunter Azure,3.54,2.18,1.4,3.07,0.28,216.34,49.22,60.61,33.33,67.65,1009.64,1992-03-02,68.0,145.0,69.0,Orthodox
Miles Johns,2.97,2.51,0.68,0.68,0.0,141.69,42.53,69.81,15.0,81.25,1127.09,1994-03-30,67.0,135.0,66.0,Orthodox
Tristan Connelly,3.31,2.96,0.33,2.67,0.33,160.33,51.03,50.92,14.29,60.0,957.7,1985-12-12,70.0,170.0,68.0,Orthodox
Tyson Nam,3.87,4.97,0.0,0.4,0.0,31.21,33.68,65.44,0.0,87.5,904.4,1983-10-06,67.0,125.0,68.0,Orthodox
Ariane Carnelossi,2.87,4.74,1.37,3.3,0.27,169.73,39.75,45.13,55.56,14.29,1057.58,1992-11-17,62.0,115.0,61.0,Orthodox
Vanessa Melo,3.48,6.13,0.0,1.0,0.0,6.25,30.78,59.16,0.0,71.43,928.94,1988-03-27,65.0,135.0,65.0,Orthodox
Askar Askarov,3.05,2.8,2.6,1.0,0.4,281.8,54.01,57.92,24.53,66.67,1170.51,1992-10-09,66.0,125.0,67.0,Orthodox
Jack Shore,3.6,2.31,3.22,1.07,0.61,289.52,58.28,56.37,39.62,74.07,1071.74,1995-02-06,68.0,135.0,71.0,Orthodox
Giga Chikadze,3.89,3.41,0.23,1.14,0.23,21.65,41.52,61.43,40.0,67.74,1142.62,1988-08-25,72.0,145.0,74.0,Orthodox
Makhmud Muradov,4.21,2.57,3.03,0.76,0.19,127.19,43.93,61.04,66.67,77.78,1130.38,1990-02-08,74.0,185.0,75.0,Orthodox
Mark Madsen,3.56,3.97,2.86,0.71,0.0,234.35,49.45,52.47,66.67,62.5,1119.38,1984-09-23,68.0,155.0,72.0,Orthodox
Bruno Silva,3.66,4.52,1.12,1.68,0.09,119.78,46.82,48.62,21.82,70.97,854.24,1990-03-16,64.0,125.0,65.0,Orthodox
Bruno Silva,3.66,4.52,1.12,1.68,0.09,119.78,46.82,48.62,21.82,70.97,854.24,1989-07-13,72.0,185.0,74.0,Orthodox
Zarah Fairn,4.55,7.4,0.0,0.8,0.0,13.98,31.49,45.91,0.0,60.0,830.83,1983-12-10,68.0,135.0,72.0,Orthodox
Brad Riddell,4.71,3.53,1.77,2.94,0.0,110.51,53.65,53.61,36.0,63.41,1065.62,1991-09-30,67.0,155.0,71.0,Orthodox
Jamie Mullarkey,4.39,4.53,2.31,0.43,0.14,175.29,46.58,53.88,34.04,78.57,987.35,1994-08-17,72.0,155.0,74.0,Orthodox
Maki Pitolo,3.7,3.88,2.3,1.28,0.77,200.85,42.38,55.29,52.94,50.0,807.13,1990-11-24,70.0,185.0,75.0,Orthodox
Justin Tafa,4.05,5.11,0.0,1.92,0.0,72.02,54.43,47.06,0.0,53.33,970.57,1993-12-13,72.0,264.0,74.0,Southpaw
Yorgan De Castro,2.22,4.23,0.0,0.0,0.0,90.77,40.62,53.73,0.0,100.0,862.87,1986-12-19,72.0,250.0,74.0,Orthodox
Miguel Baeza,4.09,5.91,0.44,1.1,1.99,38.17,47.77,49.31,28.57,44.44,928.91,1992-08-23,74.0,170.0,74.0,Orthodox
Tanner Boser,4.7,2.75,0.0,0.96,0.0,61.43,52.71,58.29,0.0,63.16,983.1,1991-08-02,74.0,255.0,75.0,Orthodox
Brendan Allen,3.2,3.28,1.33,1.26,1.1,247.99,53.68,46.23,39.53,54.29,1306.73,1995-12-28,74.0,185.0,75.0,Orthodox
Sean Brady,4.0,2.94,3.62,0.23,0.93,403.15,55.69,59.4,54.39,86.67,1484.13,1992-11-23,70.0,170.0,72.0,Orthodox
Sean Woodson,5.84,4.34,0.61,0.85,0.36,70.02,46.61,58.99,55.56,86.79,1181.12,1992-06-07,74.0,145.0,78.0,Orthodox
Diana Belbita,7.3,7.4,0.98,2.73,0.0,79.39,41.9,51.53,62.5,64.1,836.12,1996-06-26,67.0,125.0,68.0,Orthodox
Jonathan Pearce,4.18,2.85,5.02,2.08,0.87,411.59,53.31,54.93,50.0,50.0,1022.72,1992-05-01,72.0,145.0,71.0,Switch
Ben Sosoli,1.88,4.43,0.0,0.0,0.0,0.0,27.19,47.48,0.0,100.0,971.36,1989-12-10,72.0,265.0,72.0,Southpaw
Loma Lookboonmee,3.87,2.47,2.03,1.07,0.12,149.13,56.32,52.15,51.52,73.53,1169.07,1996-01-18,61.0,115.0,61.0,Orthodox
Don'Tale Mayes,2.67,3.39,0.67,2.09,0.0,111.91,41.15,47.6,46.67,31.25,867.3,1992-01-16,78.0,260.0,81.0,Orthodox
Abubakar Nurmagomedov,2.78,2.61,1.25,0.31,0.0,382.26,53.2,65.18,22.22,88.89,1010.72,1989-11-13,71.0,170.0,72.0,Orthodox
Roman Kopylov,4.96,4.86,1.17,0.73,0.0,89.88,50.75,55.23,42.11,87.18,1204.43,1991-05-04,72.0,185.0,75.0,Southpaw
Shamil Gamzatov,5.35,3.46,0.0,0.81,0.0,8.91,48.29,51.88,0.0,50.0,1005.42,1990-08-09,74.0,205.0,76.0,Orthodox
Tracy Cortez,3.62,3.08,1.8,1.65,0.3,310.35,47.01,58.1,42.86,60.71,1188.93,1993-12-10,65.0,135.0,65.0,Orthodox
Isabela de Padua,1.0,2.07,2.0,0.0,1.0,279.0,35.71,50.79,66.67,100.0,925.92,1991-09-04,63.0,125.0,64.0,Orthodox
Antonio Arroyo,2.24,1.96,0.35,5.66,0.0,125.49,61.29,54.4,100.0,44.83,844.26,1989-07-01,75.0,185.0,73.0,Orthodox
Andre Muniz,1.85,2.47,4.29,1.07,1.25,328.85,46.27,51.29,53.33,33.33,1126.79,1990-02-17,73.0,185.0,78.0,Southpaw
Mallory Martin,3.73,6.23,0.96,1.45,0.48,200.05,40.7,52.33,25.0,25.0,872.93,1994-01-29,64.0,115.0,63.0,Orthodox
Joe Solecki,1.92,1.9,1.99,0.85,1.28,392.18,53.3,50.5,46.67,14.29,1033.18,1993-08-27,69.0,155.0,70.0,Orthodox
Billy Quarantillo,7.04,5.87,1.59,2.08,1.1,243.29,52.21,43.04,25.49,61.36,1011.07,1988-12-08,70.0,145.0,70.0,Orthodox
Jacob Kilburn,2.88,7.25,0.64,1.29,0.64,52.79,32.37,36.94,5.56,33.33,884.0,1995-06-28,69.0,145.0,72.0,Orthodox
Punahele Soriano,5.37,4.17,1.18,3.53,0.0,176.75,56.38,48.38,50.0,37.93,1057.75,1992-11-22,71.0,185.0,72.0,Southpaw
Chase Hooper,4.41,3.05,2.95,1.26,2.11,337.55,50.11,39.63,36.21,50.0,1227.41,1999-09-13,73.0,145.0,74.0,Southpaw
Omar Morales,3.17,3.14,0.49,1.97,0.0,87.94,37.86,58.92,100.0,62.5,917.97,1985-10-17,71.0,145.0,73.0,Orthodox
Aleksa Camur,4.45,4.55,0.5,1.25,0.0,96.75,55.74,53.96,22.22,50.0,866.13,1995-09-25,73.0,205.0,74.0,Orthodox
Ode Osbourne,3.14,3.86,0.98,1.37,0.39,60.18,40.27,46.56,25.0,63.16,969.87,1992-01-09,67.0,125.0,73.0,Southpaw
Herbert Burns,1.85,5.07,3.13,0.78,1.57,201.31,36.04,41.39,34.78,50.0,895.93,1988-02-02,69.0,145.0,73.0,Orthodox
Nate Landwehr,5.59,5.77,0.85,1.19,0.85,117.26,46.38,52.7,41.67,74.07,1067.61,1988-06-06,69.0,145.0,72.0,Orthodox
Tony Gravely,3.52,4.93,5.64,1.71,0.0,386.55,46.19,42.71,40.74,50.0,987.8,1991-09-28,65.0,135.0,69.0,Orthodox
Jamahal Hill,6.76,4.03,0.0,2.34,0.0,61.38,51.74,45.32,0.0,70.83,1226.34,1991-05-19,76.0,205.0,79.0,Southpaw
Austin Lingo,3.86,4.86,0.43,2.38,0.0,87.59,37.66,57.41,66.67,75.56,945.91,1994-07-10,70.0,145.0,70.0,Orthodox
Youssef Zalal,3.07,1.8,2.09,1.43,1.32,280.72,50.73,66.85,30.65,59.38,1200.21,1996-09-04,70.0,145.0,72.0,Switch
Khaos Williams,5.36,5.19,0.0,1.08,0.0,98.5,38.47,43.77,0.0,60.0,1160.07,1994-03-30,72.0,170.0,77.0,Orthodox
Shanna Young,3.07,4.96,0.0,3.62,0.66,33.59,45.9,43.78,0.0,56.0,906.38,1991-02-20,67.0,135.0,65.0,Orthodox
Daniel Rodriguez,7.41,5.29,0.2,1.73,0.1,27.15,49.01,57.87,33.33,63.04,1240.88,1986-12-31,73.0,170.0,74.0,Southpaw
Brok Weaver,3.44,5.55,0.69,2.06,0.69,115.6,54.74,50.0,16.67,50.0,945.33,1991-12-05,72.0,155.0,73.0,Southpaw
Josh Culibao,3.41,3.04,0.0,1.57,0.29,59.54,44.75,59.92,0.0,65.62,966.44,1994-05-24,70.0,145.0,73.0,Orthodox
Aalon Cruz,0.65,21.08,0.0,0.0,0.0,77.84,13.33,29.35,0.0,100.0,893.59,1989-09-20,72.0,145.0,78.0,Switch
Spike Carlyle,2.55,3.85,3.34,1.43,0.48,384.83,54.05,30.06,36.84,57.14,936.69,1993-05-06,68.0,145.0,71.0,Switch
TJ Brown,3.37,3.1,3.11,2.52,1.33,280.42,44.19,49.27,55.26,32.0,923.49,1990-05-22,69.0,145.0,72.0,Switch
Steve Garcia,4.29,2.09,1.48,1.11,0.74,227.31,57.24,49.1,57.14,78.57,1221.21,1992-05-22,72.0,155.0,75.0,Southpaw
Kyler Phillips,5.19,3.48,2.65,1.12,0.42,175.62,43.9,60.67,51.35,75.0,1177.2,1995-06-12,68.0,135.0,72.0,Orthodox
Darrick Minner,2.4,2.3,2.53,0.95,2.85,432.13,67.46,34.34,88.89,66.67,945.01,1990-04-28,67.0,145.0,69.0,Orthodox
Norma Dumont,3.86,2.16,1.72,0.71,0.0,245.53,50.04,65.52,56.67,72.0,1336.19,1990-10-01,67.0,145.0,67.0,Orthodox
Jamall Emmers,5.2,3.66,1.89,0.63,0.21,233.65,47.21,58.68,40.91,78.57,1033.55,1989-07-24,70.0,145.0,74.0,Orthodox
David Dvorak,3.48,3.29,0.58,1.16,0.19,90.04,43.04,59.75,30.0,70.0,989.56,1992-06-05,65.0,125.0,68.0,Orthodox
Ike Villanueva,3.66,7.24,0.6,0.0,0.0,37.6,38.49,36.36,50.0,100.0,802.55,1984-04-04,73.0,205.0,73.0,Orthodox
Philipe Lins,3.8,3.59,1.65,0.0,0.0,277.56,49.08,46.48,33.33,100.0,1138.54,1985-08-17,74.0,240.0,78.0,Orthodox
Rodrigo Nascimento,3.37,4.04,0.97,1.45,0.32,195.06,47.36,44.54,37.5,59.09,1085.48,1992-11-26,74.0,246.0,80.0,Orthodox
Irwin Rivera,3.36,5.07,1.0,1.0,0.0,27.67,44.02,57.7,16.67,70.0,975.88,1989-02-14,66.0,135.0,67.0,Southpaw
Brandon Royval,3.38,2.32,0.57,3.22,0.95,54.04,39.53,47.88,75.0,45.16,1325.1,1992-08-16,69.0,125.0,68.0,Southpaw
Gabe Green,5.6,6.19,0.71,1.91,0.48,122.41,45.14,47.23,50.0,50.0,1032.29,1993-05-02,70.0,170.0,73.0,Switch
Anthony Ivy,2.5,4.57,4.69,0.0,0.0,328.47,42.11,51.01,20.83,100.0,899.17,1990-01-23,74.0,185.0,74.0,Orthodox
Christian Aguilera,2.54,4.04,0.0,2.82,0.0,45.14,37.5,48.81,0.0,60.0,950.73,1991-11-25,69.0,170.0,72.0,Switch
Zarrukh Adashev,6.95,5.8,0.0,0.0,0.91,42.6,40.35,64.96,0.0,100.0,901.62,1992-07-29,65.0,125.0,65.0,Southpaw
Gustavo Lopez,2.48,3.87,1.74,4.52,0.69,66.37,40.23,57.07,41.67,31.58,951.7,1989-06-27,65.0,135.0,67.0,Orthodox
Mariya Agapova,5.12,3.32,0.76,3.04,1.14,109.93,55.96,54.36,100.0,46.67,899.46,1997-04-07,66.0,125.0,68.0,Southpaw
Max Rohskopf,1.7,5.8,3.0,0.0,1.5,100.5,31.48,42.57,33.33,100.0,936.81,1994-09-27,73.0,155.0,71.0,Orthodox
Justin Jaynes,3.34,5.33,0.75,1.5,1.12,84.47,44.37,62.91,40.0,20.0,857.1,1989-08-10,67.0,145.0,68.0,Orthodox
Kay Hansen,3.01,3.19,1.83,1.31,0.78,227.22,50.44,51.97,22.58,37.5,886.9,1999-08-14,62.0,115.0,63.0,Orthodox
Jinh Yu Frey,2.95,4.11,1.02,0.51,0.34,169.36,42.69,52.73,37.5,89.29,850.8,1985-05-20,63.0,115.0,65.0,Southpaw
Jason Witt,2.15,2.54,6.9,0.0,0.92,485.18,44.59,52.02,48.39,100.0,919.03,1986-11-07,70.0,170.0,70.0,Orthodox
Kyle Daukaus,2.9,3.26,2.15,0.72,1.44,398.06,48.92,42.54,23.68,76.92,964.72,1993-02-27,75.0,185.0,76.0,Southpaw
Zhalgas Zhumagulov,5.24,5.86,1.3,0.37,0.19,98.62,43.06,52.17,19.44,75.0,795.18,1988-08-29,64.0,125.0,66.0,Switch
Maxim Grishin,3.26,2.27,0.21,1.72,0.0,89.19,52.66,58.81,16.67,66.67,974.58,1984-05-02,75.0,205.0,78.0,Orthodox
Roman Bogatov,3.33,4.4,1.0,1.0,0.0,367.0,42.74,44.54,9.09,50.0,980.9,1990-12-15,68.0,155.0,73.0,Orthodox
Jiri Prochazka,5.74,5.7,0.6,1.19,0.2,131.55,55.87,43.27,60.0,68.42,1336.26,1992-10-14,75.0,205.0,80.0,Orthodox
Modestas Bukauskas,3.26,4.07,0.31,0.63,0.16,87.22,42.82,51.06,66.67,77.78,1148.6,1994-02-10,75.0,205.0,78.0,Switch
Andreas Michailidis,2.9,3.57,1.12,1.86,0.0,151.12,51.54,44.4,27.27,50.0,895.23,1988-07-18,72.0,185.0,76.0,Orthodox
Khamzat Chimaev,6.62,3.62,4.45,0.0,3.56,523.26,59.79,40.78,55.56,100.0,1436.97,1994-05-01,74.0,170.0,75.0,Orthodox
Mounir Lazzez,7.49,5.42,1.8,0.9,0.0,177.84,55.31,53.47,57.14,71.43,1012.88,1987-11-16,73.0,170.0,76.0,Orthodox
Carlos Felipe,4.88,5.6,0.0,0.6,0.0,42.6,45.52,50.59,0.0,72.73,1050.57,1995-01-12,72.0,245.0,75.0,Orthodox
Malcolm Gordon,2.55,2.03,1.75,3.86,1.05,287.38,45.42,43.51,35.71,26.67,875.33,1990-05-19,67.0,125.0,71.0,Switch
Amir Albazi,2.72,3.71,1.39,0.52,0.52,216.46,34.76,61.51,32.0,50.0,1181.11,1993-10-27,65.0,125.0,68.0,Orthodox
Roman Dolidze,3.35,3.33,1.04,0.76,0.85,223.23,42.63,49.95,40.74,33.33,1332.65,1988-07-15,74.0,185.0,76.0,Orthodox
John Castaneda,4.6,5.4,1.64,0.6,0.15,157.69,51.16,51.94,39.29,76.47,1048.45,1991-12-18,66.0,135.0,71.0,Switch
Niklas Stolze,2.12,2.25,0.66,5.29,0.66,13.9,48.48,49.0,100.0,55.56,849.32,1992-12-28,72.0,170.0,75.0,Switch
Tom Aspinall,8.07,2.89,3.27,0.0,1.63,250.14,67.27,65.36,100.0,100.0,1458.81,1993-04-11,77.0,256.0,78.0,Orthodox
Jai Herbert,3.07,3.26,0.43,1.57,0.0,148.19,40.66,53.15,21.43,66.67,974.15,1988-05-13,73.0,155.0,77.0,Orthodox
Rhys McKee,5.16,7.92,0.0,2.82,0.0,137.72,44.41,46.03,0.0,41.18,913.84,1995-09-10,74.0,170.0,78.0,Orthodox
Cody Durden,3.52,4.29,4.06,0.51,0.76,377.96,45.87,49.05,47.76,73.33,1002.08,1991-03-29,67.0,125.0,67.0,Southpaw
Vince Cachero,3.29,6.51,0.0,7.06,0.54,34.74,45.96,43.22,0.0,18.75,886.74,1989-11-07,66.0,145.0,68.0,Orthodox
Johnny Munoz,3.13,3.41,3.07,1.68,2.23,339.0,36.68,55.47,25.58,45.45,903.84,1993-02-16,69.0,135.0,71.0,Orthodox
Nate Maness,3.14,3.88,0.68,1.8,0.68,110.08,50.24,42.54,75.0,80.0,1122.58,1991-06-27,70.0,135.0,72.0,Orthodox
Ali AlQaisi,2.43,1.97,3.5,1.0,1.0,237.5,42.44,56.3,29.17,60.0,878.25,1990-09-23,66.0,135.0,68.0,Orthodox
Peter Barrett,2.53,3.96,0.0,1.61,0.0,85.08,49.31,46.89,0.0,72.73,905.31,1986-08-10,70.0,145.0,73.0,Southpaw
Alexander Munoz,3.58,5.13,2.67,0.0,0.0,143.0,37.97,55.41,33.33,100.0,976.19,1990-02-27,69.0,155.0,72.0,Switch
Joaquin Buckley,4.22,3.13,1.78,0.84,0.09,123.21,37.26,59.14,45.24,73.53,1428.51,1994-04-27,70.0,185.0,76.0,Southpaw
Kai Kamaka,4.96,5.29,1.93,2.2,0.28,245.93,57.08,55.49,58.33,52.94,942.23,1995-01-05,67.0,145.0,69.0,Orthodox
Tony Kelley,5.55,4.85,0.0,3.48,1.39,112.85,47.23,45.57,0.0,52.38,1021.53,1987-01-21,69.0,135.0,70.0,Switch
Chris Daukaus,6.05,4.64,0.0,0.0,0.0,76.62,50.0,55.47,0.0,100.0,1060.5,1989-09-25,75.0,250.0,76.0,Orthodox
Parker Porter,6.4,6.33,1.31,0.26,0.26,216.43,51.19,49.58,23.81,66.67,1019.53,1985-04-22,72.0,265.0,75.0,Orthodox
Danny Chavez,2.86,3.83,1.95,0.65,0.0,55.19,38.6,50.97,60.0,87.5,917.38,1987-03-14,68.0,145.0,67.0,Orthodox
